t [s]	Ux [V]	Uy [V]
8,494535	-1,393017	0,003802
8,504535	-1,390468	0,006354
8,514535	-1,386645	0,008906
8,524535	-1,387919	0,005078
8,538883	-1,387919	0,010181
8,548883	-1,390468	0,008906
8,558883	-1,390468	0,002526
8,568883	-1,394292	0,006354
8,578883	-1,391743	0,006354
8,588883	-1,390468	0,003802
8,598883	-1,391743	0,002526
8,608883	-1,389194	0,010181
8,618883	-1,387919	0,006354
8,628883	-1,393017	0,006354
8,647394	-1,390468	0,005078
8,657394	-1,393017	0,006354
8,667394	-1,387919	0,008906
8,677394	-1,390468	0,003802
8,687394	-1,387919	0,006354
8,697394	-1,390468	0,008906
8,707394	-1,395566	0,002526
8,717394	-1,387919	0,010181
8,727394	-1,391743	0,003802
8,737394	-1,387919	0,006354
8,75961	-1,390468	0,00763
8,76961	-1,391743	0,002526
8,77961	-1,390468	0,003802
8,78961	-1,387919	0,006354
8,79961	-1,390468	0,008906
8,80961	-1,393017	0,003802
8,81961	-1,391743	0,003802
8,82961	-1,391743	0,002526
8,83961	-1,390468	0,008906
8,84961	-1,394292	0,002526
8,869684	-1,390468	0,006354
8,879684	-1,393017	0,002526
8,889684	-1,390468	0,006354
8,899684	-1,390468	0,002526
8,909684	-1,390468	0,008906
8,919684	-1,387919	0,006354
8,929684	-1,390468	0,008906
8,939684	-1,393017	0,002526
8,949684	-1,387919	0,008906
8,959684	-1,394292	0,002526
8,986528	-1,387919	0,008906
8,996528	-1,391743	0,006354
9,006528	-1,387919	0,00763
9,016528	-1,393017	0,001251
9,026528	-1,391743	0,006354
9,036528	-1,391743	0,006354
9,046528	-1,391743	0,010181
9,056528	-1,391743	0,003802
9,066528	-1,391743	0,008906
9,076528	-1,390468	0,003802
9,09128	-1,386645	0,010181
9,10128	-1,387919	0,006354
9,11128	-1,387919	0,006354
9,12128	-1,390468	0,006354
9,13128	-1,394292	0,003802
9,14128	-1,386645	0,010181
9,15128	-1,395566	0,003802
9,16128	-1,391743	0,002526
9,17128	-1,390468	0,006354
9,18128	-1,387919	0,008906
9,20316	-1,387919	0,006354
9,21316	-1,390468	0,00763
9,22316	-1,391743	0,006354
9,23316	-1,391743	0,006354
9,24316	-1,386645	0,008906
9,25316	-1,390468	0,005078
9,26316	-1,393017	0,006354
9,27316	-1,386645	0,00763
9,28316	-1,394292	0,006354
9,29316	-1,390468	0,00763
9,32407	-1,390468	0,006354
9,33407	-1,390468	0,00763
9,34407	-1,386645	0,008906
9,35407	-1,391743	0,002526
9,36407	-1,390468	0,00763
9,37407	-1,390468	0,008906
9,38407	-1,390468	0,005078
9,39407	-1,391743	0,006354
9,40407	-1,394292	0,002526
9,41407	-1,386645	0,006354
9,436265	-1,390468	0,005078
9,446265	-1,386645	0,008906
9,456265	-1,393017	0,006354
9,466265	-1,390468	0,008906
9,476265	-1,395566	0,005078
9,486265	-1,386645	0,006354
9,496265	-1,394292	0,003802
9,506265	-1,387919	0,010181
9,516265	-1,391743	0,002526
9,526265	-1,394292	0,003802
9,543684	-1,391743	0,006354
9,553684	-1,394292	0,006354
9,563684	-1,390468	0,010181
9,573684	-1,389194	0,008906
9,583684	-1,390468	0,008906
9,593684	-1,394292	0,005078
9,603684	-1,386645	0,006354
9,613684	-1,386645	0,008906
9,623684	-1,394292	0,002526
9,633684	-1,391743	0,003802
9,663047	-1,393017	0,003802
9,673047	-1,387919	0,010181
9,683047	-1,394292	0,002526
9,693047	-1,387919	0,00763
9,703047	-1,393017	0,00763
9,713047	-1,391743	0,008906
9,723047	-1,391743	0,002526
9,733047	-1,390468	0,008906
9,743047	-1,391743	0,002526
9,753047	-1,390468	0,010181
9,775196	-1,387919	0,010181
9,785196	-1,390468	0,006354
9,795196	-1,394292	0,003802
9,805196	-1,390468	0,006354
9,815196	-1,390468	0,006354
9,825196	-1,390468	0,005078
9,835196	-1,390468	0,006354
9,845196	-1,390468	0,006354
9,855196	-1,393017	0,002526
9,865196	-1,387919	0,008906
9,882503	-1,390468	0,006354
9,892503	-1,387919	0,006354
9,902503	-1,386645	0,006354
9,912503	-1,390468	0,002526
9,922503	-1,390468	0,006354
9,932503	-1,391743	0,006354
9,942503	-1,390468	0,002526
9,952503	-1,391743	0,010181
9,962503	-1,393017	0,002526
9,972503	-1,390468	0,00763
10,002716	-1,387919	0,008906
10,012716	-1,391743	0,006354
10,022716	-1,390468	0,002526
10,032716	-1,390468	0,006354
10,042716	-1,390468	0,005078
10,052716	-1,387919	0,008906
10,062716	-1,390468	0,003802
10,072716	-1,390468	0,010181
10,082716	-1,394292	0,006354
10,092716	-1,390468	0,00763
10,110092	-1,390468	0,006354
10,120092	-1,393017	0,003802
10,130092	-1,387919	0,008906
10,140092	-1,393017	0,006354
10,150092	-1,387919	0,006354
10,160092	-1,390468	0,006354
10,170092	-1,390468	0,006354
10,180092	-1,389194	0,006354
10,190092	-1,391743	0,006354
10,200092	-1,390468	0,006354
10,224978	-1,394292	0,002526
10,234978	-1,391743	0,006354
10,244978	-1,386645	0,00763
10,254978	-1,390468	0,008906
10,264978	-1,387919	0,006354
10,274978	-1,394292	0,003802
10,284978	-1,387919	0,006354
10,294978	-1,390468	0,008906
10,304978	-1,391743	0,006354
10,314978	-1,391743	0,006354
10,334411	-1,390468	0,006354
10,344411	-1,386645	0,010181
10,354411	-1,391743	0,008906
10,364411	-1,389194	0,002526
10,374411	-1,386645	0,008906
10,384411	-1,391743	0,006354
10,394411	-1,393017	0,002526
10,404411	-1,387919	0,008906
10,414411	-1,394292	0,002526
10,424411	-1,393017	0,003802
10,450448	-1,393017	0,003802
10,460448	-1,386645	0,008906
10,470448	-1,391743	0,008906
10,480448	-1,391743	0,003802
10,490448	-1,386645	0,005078
10,500448	-1,393017	0,006354
10,510448	-1,386645	0,010181
10,520448	-1,394292	0,006354
10,530448	-1,387919	0,006354
10,540448	-1,390468	0,003802
10,564968	-1,387919	0,008906
10,574968	-1,391743	0,006354
10,584968	-1,394292	0,002526
10,594968	-1,387919	0,006354
10,604968	-1,394292	0,005078
10,614968	-1,393017	0,006354
10,624968	-1,387919	0,006354
10,634968	-1,391743	0,003802
10,644968	-1,390468	0,006354
10,654968	-1,390468	0,006354
10,670112	-1,390468	0,006354
10,680112	-1,394292	0,006354
10,690112	-1,391743	0,003802
10,700112	-1,390468	0,008906
10,710112	-1,391743	0,003802
10,720112	-1,391743	0,002526
10,730112	-1,390468	0,008906
10,740112	-1,390468	0,002526
10,750112	-1,387919	0,006354
10,760112	-1,391743	0,008906
10,779396	-1,391743	0,006354
10,789396	-1,387919	0,008906
10,799396	-1,390468	0,008906
10,809396	-1,394292	0,006354
10,819396	-1,390468	0,006354
10,829396	-1,387919	0,008906
10,839396	-1,391743	0,005078
10,849396	-1,393017	0,006354
10,859396	-1,391743	0,006354
10,869396	-1,387919	0,008906
10,891727	-1,391743	0,006354
10,901727	-1,390468	0,002526
10,911727	-1,387919	0,006354
10,921727	-1,387919	0,010181
10,931727	-1,391743	0,00763
10,941727	-1,394292	0,003802
10,951727	-1,391743	0,00763
10,961727	-1,387919	0,006354
10,971727	-1,389194	0,008906
10,981727	-1,391743	0,005078
11,010927	-1,391743	0,006354
11,020927	-1,391743	0,006354
11,030927	-1,390468	0,002526
11,040927	-1,387919	0,008906
11,050927	-1,394292	0,002526
11,060927	-1,386645	0,008906
11,070927	-1,387919	0,010181
11,080927	-1,391743	0,006354
11,090927	-1,394292	0,002526
11,100927	-1,387919	0,008906
11,117715	-1,391743	0,006354
11,127715	-1,391743	0,006354
11,137715	-1,391743	0,006354
11,147715	-1,386645	0,008906
11,157715	-1,391743	0,00763
11,167715	-1,389194	0,002526
11,177715	-1,387919	0,006354
11,187715	-1,391743	0,006354
11,197715	-1,391743	0,006354
11,207715	-1,386645	0,008906
11,230544	-1,394292	0,002526
11,240544	-1,393017	0,001251
11,250544	-1,394292	0,003802
11,260544	-1,390468	0,006354
11,270544	-1,387919	0,006354
11,280544	-1,390468	0,010181
11,290544	-1,391743	0,002526
11,300544	-1,387919	0,005078
11,310544	-1,390468	0,006354
11,320544	-1,390468	0,006354
11,340648	-1,391743	0,006354
11,350648	-1,390468	0,006354
11,360648	-1,394292	0,002526
11,370648	-1,387919	0,008906
11,380648	-1,394292	0,006354
11,390648	-1,391743	0,006354
11,400648	-1,391743	0,006354
11,410648	-1,390468	0,006354
11,420648	-1,390468	0,008906
11,430648	-1,391743	0,006354
11,45265	-1,387919	0,008906
11,46265	-1,391743	0,008906
11,47265	-1,394292	0,006354
11,48265	-1,390468	0,00763
11,49265	-1,393017	0,002526
11,50265	-1,391743	0,00763
11,51265	-1,390468	0,003802
11,52265	-1,386645	0,005078
11,53265	-1,387919	0,006354
11,54265	-1,390468	0,008906
11,559963	-1,391743	0,008906
11,569963	-1,387919	0,008906
11,579963	-1,391743	0,006354
11,589963	-1,390468	0,006354
11,599963	-1,391743	0,00763
11,609963	-1,390468	0,006354
11,619963	-1,393017	0,006354
11,629963	-1,391743	0,002526
11,639963	-1,390468	0,006354
11,649963	-1,386645	0,008906
11,664802	-1,391743	0,002526
11,674802	-1,391743	0,003802
11,684802	-1,384095	0,008906
11,694802	-1,384095	0,008906
11,704802	-1,389194	0,005078
11,714802	-1,38537	0,006354
11,724802	-1,381546	0,006354
11,734802	-1,384095	0,006354
11,744802	-1,38537	0,002526
11,754802	-1,384095	0,00763
11,771469	-1,386645	0,006354
11,781469	-1,384095	0,003802
11,791469	-1,384095	0,002526
11,801469	-1,384095	0,006354
11,811469	-1,381546	0,010181
11,821469	-1,387919	0,002526
11,831469	-1,381546	0,008906
11,841469	-1,380272	0,008906
11,851469	-1,382821	0,008906
11,861469	-1,381546	0,00763
11,891556	-1,38537	0,002526
11,901556	-1,381546	0,003802
11,911556	-1,375174	0,006354
11,921556	-1,378997	0,010181
11,931556	-1,384095	0,003802
11,941556	-1,376448	0,008906
11,951556	-1,382821	0,002526
11,961556	-1,375174	0,008906
11,971556	-1,378997	0,006354
11,981556	-1,376448	0,002526
11,997844	-1,363703	0,010181
12,007844	-1,35733	0,006354
12,017844	-1,350957	0,006354
12,027844	-1,340761	0,008906
12,037844	-1,333114	0,008906
12,047844	-1,317819	0,008906
12,057844	-1,308897	0,002526
12,067844	-1,289779	0,006354
12,077844	-1,263014	0,002526
12,087844	-1,240072	0,008906
12,111348	-1,173795	0,006354
12,121348	-1,148305	0,003802
12,131348	-1,111343	0,008906
12,141348	-1,082028	0,006354
12,151348	-1,045066	0,005078
12,161348	-1,011928	0,006354
12,171348	-0,974966	0,006354
12,181348	-0,932906	0,006354
12,191348	-0,898494	0,006354
12,201348	-0,858983	0,002526
12,23128	-0,734077	0,006354
12,24128	-0,692017	0,010181
12,25128	-0,658879	0,006354
12,26128	-0,621917	0,006354
12,27128	-0,583681	0,005078
12,28128	-0,547993	0,006354
12,29128	-0,505933	0,006354
12,30128	-0,462599	0,005078
12,31128	-0,424363	0,006354
12,32128	-0,378479	0,003802
12,347173	-0,248475	0,003802
12,357173	-0,198768	0,003802
12,367173	-0,147786	0,003802
12,377173	-0,082784	0,006354
12,387173	-0,030528	0,003802
12,397173	0,025552	0,006354
12,407173	0,088005	0,006354
12,417173	0,138987	0,005078
12,427173	0,193792	0,006354
12,437173	0,249872	0,002526
12,45824	0,358209	0,006354
12,46824	0,40919	0,002526
12,47824	0,466545	0,006354
12,48824	0,52135	0,008906
12,49824	0,567234	0,006354
12,50824	0,625863	0,006354
12,51824	0,666649	0,006354
12,52824	0,726552	0,002526
12,53824	0,774985	0,003802
12,54824	0,824692	0,006354
12,566514	0,921558	0,008906
12,576514	0,973814	0,010181
12,586514	1,024796	0,00763
12,596514	1,078327	0,006354
12,606514	1,130583	0,003802
12,616514	1,195585	0,008906
12,626514	1,242743	0,003802
12,636514	1,306471	0,00763
12,646514	1,363825	0,006354
12,656514	1,419905	0,00763
12,671188	1,509123	0,008906
12,681188	1,565203	0,010181
12,691188	1,639127	0,008906
12,701188	1,70158	0,002526
12,711188	1,765307	0,006354
12,721188	1,823936	0,002526
12,731188	1,890213	0,006354
12,741188	1,960313	0,010181
12,751188	2,018942	0,008906
12,761188	2,076296	0,006354
12,790841	2,24836	0,006354
12,800841	2,305715	0,006354
12,810841	2,357971	0,008906
12,820841	2,411502	0,002526
12,830841	2,462484	0,002526
12,840841	2,517289	0,006354
12,850841	2,574644	0,010181
12,860841	2,629449	0,008906
12,870841	2,686804	0,002526
12,880841	2,745433	0,008906
12,908654	2,9073	0,006354
12,918654	2,958282	0,006354
12,928654	3,00544	0,002526
12,938654	3,053873	0,002526
12,948654	3,101031	0,002526
12,958654	3,150738	0,008906
12,968654	3,191524	0,006354
12,978654	3,232309	0,002526
12,988654	3,27182	0,005078
12,998654	3,317704	0,008906
13,020919	3,399275	0,00763
13,030919	3,438786	0,005078
13,040919	3,484669	0,005078
13,050919	3,531828	0,008906
13,060919	3,573888	0,006354
13,070919	3,618497	0,003802
13,080919	3,673302	0,008906
13,090919	3,72046	0,005078
13,100919	3,768893	0,006354
13,110919	3,803306	0,006354
13,125663	3,86321	0,006354
13,135663	3,912917	0,005078
13,145663	3,962624	0,006354
13,155663	3,997037	0,006354
13,165663	4,037822	0,005078
13,175663	4,082431	0,006354
13,185663	4,121942	0,008906
13,195663	4,155081	0,006354
13,205663	4,198415	0,005078
13,215663	4,239201	0,008906
13,243592	4,362832	0,005078
13,253592	4,404892	0,006354
13,263592	4,444402	0,003802
13,273592	4,491561	0,006354
13,283592	4,547641	0,008906
13,293592	4,60627	0,010181
13,303592	4,661075	0,003802
13,313592	4,726077	0,008906
13,323592	4,780883	0,003802
13,333592	4,838237	0,008906
13,36297	4,950397	0,006354
13,37297	4,988634	0,006354
13,38297	5,028144	0,005078
13,39297	5,057459	0,008906
13,40297	5,090597	0,006354
13,41297	5,123735	0,006354
13,42297	5,156874	0,006354
13,43297	5,187463	0,003802
13,44297	5,22315	0,005078
13,45297	5,258837	0,010181
13,475721	5,327663	0,003802
13,485721	5,36335	0,002526
13,495721	5,395214	0,008906
13,505721	5,434725	0,010181
13,515721	5,469137	0,006354
13,525721	5,504825	0,002526
13,535721	5,550708	0,008906
13,545721	5,58767	0,002526
13,555721	5,638652	0,006354
13,565721	5,689634	0,006354
13,595464	5,831108	0,006354
13,605464	5,874443	0,003802
13,615464	5,922876	0,008906
13,625464	5,96621	0,002526
13,635464	6,015917	0,002526
13,645464	6,063076	0,008906
13,655464	6,103861	0,006354
13,665464	6,153568	0,008906
13,675464	6,194354	0,008906
13,685464	6,237688	0,003802
13,70064	6,291219	0,002526
13,71064	6,337103	0,005078
13,72064	6,367692	0,006354
13,73064	6,409752	0,003802
13,74064	6,449263	0,006354
13,75064	6,482401	0,008906
13,76064	6,515539	0,00763
13,77064	6,546128	0,002526
13,78064	6,575443	0,002526
13,79064	6,602208	0,006354
13,818717	6,679956	0,006354
13,828717	6,704172	0,006354
13,838717	6,728389	0,006354
13,848717	6,752605	0,008906
13,858717	6,772998	0,006354
13,868717	6,798489	0,006354
13,878717	6,822705	0,006354
13,888717	6,840549	0,002526
13,898717	6,872412	0,002526
13,908717	6,899178	0,006354
13,931681	6,96163	0,006354
13,941681	6,985847	0,00763
13,951681	7,008789	0,002526
13,961681	7,041927	0,008906
13,971681	7,06232	0,005078
13,981681	7,081438	0,010181
13,991681	7,106929	0,005078
14,001681	7,131145	0,002526
14,011681	7,155361	0,006354
14,021681	7,180852	0,010181
14,041976	7,236932	0,006354
14,051976	7,273894	0,006354
14,061976	7,303209	0,002526
14,071976	7,340171	0,006354
14,081976	7,37076	0,006354
14,091976	7,400074	0,005078
14,101976	7,431938	0,010181
14,111976	7,452331	0,008906
14,121976	7,473998	0,00763
14,131976	7,502038	0,002526
14,147176	7,546647	0,006354
14,157176	7,58106	0,008906
14,167176	7,607825	0,003802
14,177176	7,642238	0,008906
14,187176	7,663905	0,006354
14,197176	7,686847	0,006354
14,207176	7,714887	0,006354
14,217176	7,741652	0,008906
14,227176	7,778614	0,006354
14,237176	7,813027	0,008906
14,254375	7,884402	0,002526
14,264375	7,914991	0,005078
14,274375	7,953227	0,006354
14,284375	7,98764	0,010181
14,294375	8,013131	0,002526
14,304375	8,050093	0,006354
14,314375	8,080682	0,002526
14,324375	8,121467	0,010181
14,334375	8,154605	0,002526
14,344375	8,18392	0,006354
14,368303	8,256569	0,002526
14,378303	8,285883	0,010181
14,388303	8,311374	0,006354
14,398303	8,340689	0,006354
14,408303	8,355984	0,003802
14,418303	8,371278	0,006354
14,428303	8,384024	0,006354
14,438303	8,384024	0,002526
14,448303	8,390396	0,006354
14,458303	8,39422	0,006354
14,482157	8,426084	0,00763
14,492157	8,437554	0,006354
14,502157	8,471967	0,002526
14,512157	8,50638	0,006354
14,522157	8,53442	0,00763
14,532157	8,568833	0,002526
14,542157	8,589225	0,002526
14,552157	8,5905	0,006354
14,562157	8,5905	0,006354
14,572157	8,591774	0,006354
14,591291	8,591774	0,00763
14,601291	8,5905	0,008906
14,611291	8,5905	0,003802
14,621291	8,594324	0,00763
14,631291	8,589225	0,006354
14,641291	8,591774	0,005078
14,651291	8,591774	0,005078
14,661291	8,5905	0,003802
14,671291	8,5905	0,010181
14,681291	8,5905	0,003802
14,698036	8,591774	0,006354
14,708036	8,591774	0,002526
14,718036	8,594324	0,006354
14,728036	8,595598	0,008906
14,738036	8,589225	0,006354
14,748036	8,589225	0,005078
14,758036	8,589225	0,006354
14,768036	8,595598	0,005078
14,778036	8,589225	0,003802
14,788036	8,575205	0,006354
14,817294	8,461771	0,002526
14,827294	8,420985	0,005078
14,837294	8,384024	0,008906
14,847294	8,33814	0,003802
14,857294	8,289707	0,006354
14,867294	8,243823	0,006354
14,877294	8,196665	0,008906
14,887294	8,140585	0,002526
14,897294	8,090878	0,008906
14,907294	8,033523	0,005078
14,937119	7,871656	0,008906
14,947119	7,814302	0,002526
14,957119	7,760771	0,006354
14,967119	7,698318	0,010181
14,977119	7,642238	0,006354
14,987119	7,587432	0,010181
14,997119	7,527529	0,010181
15,007119	7,466351	0,001251
15,017119	7,417918	0,008906
15,027119	7,355465	0,006354
15,050495	7,221638	0,002526
15,060495	7,163009	0,008906
15,070495	7,096732	0,005078
15,080495	7,03173	0,003802
15,090495	6,973101	0,006354
15,100495	6,911923	0,006354
15,110495	6,840549	0,010181
15,120495	6,775547	0,005078
15,130495	6,696525	0,002526
15,140495	6,61113	0,002526
15,163556	6,421223	0,008906
15,173556	6,339652	0,002526
15,183556	6,267003	0,010181
15,193556	6,202001	0,005078
15,203556	6,13445	0,002526
15,213556	6,069448	0,010181
15,223556	6,003172	0,010181
15,233556	5,936896	0,002526
15,243556	5,875717	0,010181
15,253556	5,808166	0,00763
15,271352	5,707477	0,00763
15,281352	5,653946	0,002526
15,291352	5,613161	0,008906
15,301352	5,569826	0,003802
15,311352	5,532865	0,010181
15,321352	5,490805	0,006354
15,331352	5,437274	0,002526
15,341352	5,39139	0,006354
15,351352	5,340408	0,006354
15,361352	5,291975	0,008906
15,379928	5,198934	0,002526
15,389928	5,156874	0,006354
15,399928	5,103343	0,002526
15,409928	5,052361	0,005078
15,419928	4,995006	0,010181
15,429928	4,935103	0,005078
15,439928	4,880297	0,008906
15,449928	4,825492	0,006354
15,459928	4,777059	0,010181
15,469928	4,726077	0,002526
15,497844	4,671272	0,005078
15,507844	4,663624	0,006354
15,517844	4,659801	0,006354
15,527844	4,64833	0,010181
15,537844	4,636859	0,002526
15,547844	4,630486	0,006354
15,557844	4,62029	0,006354
15,567844	4,604995	0,005078
15,577844	4,520875	0,006354
15,587844	4,421461	0,008906
15,611305	4,285084	0,008906
15,621305	4,209886	0,002526
15,631305	4,14361	0,005078
15,641305	4,07351	0,008906
15,651305	4,009782	0,006354
15,661305	3,953702	0,008906
15,671305	3,898897	0,002526
15,681305	3,859386	0,010181
15,691305	3,8186	0,010181
15,701305	3,780364	0,006354
15,727853	3,698793	0,002526
15,737853	3,6784	0,010181
15,747853	3,655459	0,003802
15,757853	3,63634	0,008906
15,767853	3,621046	0,002526
15,777853	3,61085	0,008906
15,787853	3,595555	0,002526
15,797853	3,584084	0,008906
15,807853	3,571339	0,002526
15,817853	3,557319	0,008906
15,840325	3,512709	0,00763
15,850325	3,492317	0,002526
15,860325	3,478297	0,008906
15,870325	3,455355	0,002526
15,880325	3,438786	0,006354
15,890325	3,415844	0,008906
15,900325	3,382706	0,00763
15,910325	3,350842	0,002526
15,920325	3,321528	0,005078
15,930325	3,292213	0,006354
15,948851	3,233584	0,010181
15,958851	3,200446	0,005078
15,968851	3,169857	0,006354
15,978851	3,141817	0,006354
15,988851	3,106129	0,006354
15,998851	3,072991	0,006354
16,008851	3,036029	0,003802
16,018851	2,997793	0,008906
16,028851	2,958282	0,008906
16,038851	2,916222	0,005078
16,054913	2,852495	0,008906
16,064913	2,80916	0,008906
16,074913	2,758178	0,008906
16,084913	2,708471	0,008906
16,094913	2,653666	0,006354
16,104913	2,591213	0,005078
16,114913	2,532584	0,006354
16,124913	2,470131	0,006354
16,134913	2,405129	0,00763
16,144913	2,340127	0,003802
16,171999	2,15022	0,008906
16,181999	2,08012	0,008906
16,191999	2,008745	0,002526
16,201999	1,932273	0,006354
16,211999	1,867271	0,002526
16,221999	1,802269	0,006354
16,231999	1,741091	0,003802
16,241999	1,681187	0,002526
16,251999	1,614911	0,006354
16,261999	1,562654	0,010181
16,275679	1,49128	0,006354
16,285679	1,4352	0,006354
16,295679	1,381669	0,008906
16,305679	1,321765	0,002526
16,315679	1,270783	0,006354
16,325679	1,218527	0,002526
16,335679	1,173918	0,006354
16,345679	1,128034	0,010181
16,355679	1,074503	0,003802
16,365679	1,032443	0,002526
16,386049	0,941951	0,006354
16,396049	0,887145	0,00763
16,406049	0,842536	0,008906
16,416049	0,795378	0,006354
16,426049	0,749494	0,008906
16,436049	0,681943	0,003802
16,446049	0,639883	0,003802
16,456049	0,599098	0,005078
16,466049	0,545567	0,006354
16,476049	0,494585	0,005078
16,499187	0,362032	0,002526
16,509187	0,308501	0,006354
16,519187	0,252421	0,008906
16,529187	0,19889	0,006354
16,539187	0,154281	0,003802
16,549187	0,104574	0,006354
16,559187	0,061239	0,003802
16,569187	0,019179	0,006354
16,579187	-0,031802	0,002526
16,589187	-0,08151	0,002526
16,611393	-0,183473	0,005078
16,621393	-0,230632	0,003802
16,631393	-0,268868	0,006354
16,641393	-0,300732	0,008906
16,651393	-0,341517	0,006354
16,661393	-0,370832	0,006354
16,671393	-0,400146	0,003802
16,681393	-0,426912	0,006354
16,691393	-0,451128	0,006354
16,701393	-0,480443	0,003802
16,727189	-0,540346	0,010181
16,737189	-0,568386	0,003802
16,747189	-0,588779	0,003802
16,757189	-0,609172	0,006354
16,767189	-0,627015	0,006354
16,777189	-0,649957	0,005078
16,787189	-0,669075	0,008906
16,797189	-0,688193	0,006354
16,807189	-0,709861	0,008906
16,817189	-0,731528	0,002526
16,843972	-0,788883	0,006354
16,853972	-0,813099	0,006354
16,863972	-0,841139	0,006354
16,873972	-0,862806	0,010181
16,883972	-0,897219	0,006354
16,893972	-0,925259	0,003802
16,903972	-0,963495	0,006354
