t [s]	Ux [V]	Uy [V]
6,078813	-1,387919	0,006354
6,088813	-1,38537	0,006354
6,098813	-1,387919	0,002526
6,108813	-1,381546	0,008906
6,118813	-1,387919	0,002526
6,128813	-1,381546	0,005078
6,138813	-1,387919	0,002526
6,148813	-1,381546	0,010181
6,175886	-1,38537	0,00763
6,185886	-1,381546	0,008906
6,195886	-1,38537	0,006354
6,205886	-1,387919	0,00763
6,215886	-1,38537	0,003802
6,225886	-1,384095	0,00763
6,235886	-1,382821	0,008906
6,245886	-1,38537	0,002526
6,255886	-1,384095	0,005078
6,265886	-1,384095	0,006354
6,293888	-1,386645	0,002526
6,303888	-1,387919	0,002526
6,313888	-1,387919	0,003802
6,323888	-1,381546	0,00763
6,333888	-1,387919	0,00763
6,343888	-1,381546	0,008906
6,353888	-1,38537	0,006354
6,363888	-1,381546	0,010181
6,373888	-1,38537	0,002526
6,383888	-1,386645	0,006354
6,401526	-1,386645	0,003802
6,411526	-1,384095	0,008906
6,421526	-1,382821	0,005078
6,431526	-1,384095	0,010181
6,441526	-1,382821	0,006354
6,451526	-1,384095	0,008906
6,461526	-1,38537	0,005078
6,471526	-1,38537	0,002526
6,481526	-1,382821	0,006354
6,491526	-1,387919	0,006354
6,505638	-1,38537	0,006354
6,515638	-1,389194	0,003802
6,525638	-1,384095	0,008906
6,535638	-1,38537	0,002526
6,545638	-1,384095	0,008906
6,555638	-1,38537	0,00763
6,565638	-1,381546	0,008906
6,575638	-1,387919	0,003802
6,585638	-1,38537	0,006354
6,595638	-1,384095	0,005078
6,618911	-1,381546	0,008906
6,628911	-1,387919	0,002526
6,638911	-1,384095	0,002526
6,648911	-1,384095	0,008906
6,658911	-1,384095	0,002526
6,668911	-1,381546	0,006354
6,678911	-1,381546	0,006354
6,688911	-1,387919	0,003802
6,698911	-1,38537	0,006354
6,708911	-1,384095	0,006354
6,734846	-1,384095	0,008906
6,744846	-1,38537	0,008906
6,754846	-1,38537	0,008906
6,764846	-1,381546	0,006354
6,774846	-1,384095	0,006354
6,784846	-1,381546	0,008906
6,794846	-1,387919	0,002526
6,804846	-1,386645	0,006354
6,814846	-1,381546	0,008906
6,824846	-1,38537	0,003802
6,843735	-1,381546	0,008906
6,853735	-1,38537	0,002526
6,863735	-1,384095	0,006354
6,873735	-1,384095	0,010181
6,883735	-1,381546	0,006354
6,893735	-1,381546	0,003802
6,903735	-1,381546	0,006354
6,913735	-1,38537	0,006354
6,923735	-1,384095	0,006354
6,933735	-1,384095	0,006354
6,952464	-1,387919	0,006354
6,962464	-1,380272	0,008906
6,972464	-1,381546	0,006354
6,982464	-1,38537	0,006354
6,992464	-1,386645	0,003802
7,002464	-1,387919	0,002526
7,012464	-1,384095	0,006354
7,022464	-1,384095	0,008906
7,032464	-1,384095	0,003802
7,042464	-1,387919	0,00763
7,057799	-1,387919	0,003802
7,067799	-1,384095	0,006354
7,077799	-1,381546	0,008906
7,087799	-1,384095	0,006354
7,097799	-1,387919	0,006354
7,107799	-1,384095	0,008906
7,117799	-1,381546	0,008906
7,127799	-1,381546	0,008906
7,137799	-1,387919	0,002526
7,147799	-1,382821	0,00763
7,177355	-1,38537	0,006354
7,187355	-1,384095	0,00763
7,197355	-1,381546	0,006354
7,207355	-1,381546	0,006354
7,217355	-1,384095	0,002526
7,227355	-1,38537	0,006354
7,237355	-1,381546	0,008906
7,247355	-1,381546	0,008906
7,257355	-1,381546	0,008906
7,267355	-1,38537	0,008906
7,289997	-1,38537	0,008906
7,299997	-1,386645	0,005078
7,309997	-1,384095	0,008906
7,319997	-1,381546	0,00763
7,329997	-1,387919	0,003802
7,339997	-1,389194	0,003802
7,349997	-1,381546	0,008906
7,359997	-1,38537	0,00763
7,369997	-1,384095	0,006354
7,379997	-1,38537	0,006354
7,402586	-1,386645	0,002526
7,412586	-1,381546	0,010181
7,422586	-1,38537	0,005078
7,432586	-1,387919	0,002526
7,442586	-1,38537	0,008906
7,452586	-1,389194	0,002526
7,462586	-1,381546	0,010181
7,472586	-1,38537	0,00763
7,482586	-1,384095	0,005078
7,492586	-1,381546	0,008906
7,508511	-1,38537	0,006354
7,518511	-1,38537	0,006354
7,528511	-1,38537	0,010181
7,538511	-1,386645	0,003802
7,548511	-1,381546	0,006354
7,558511	-1,384095	0,003802
7,568511	-1,384095	0,008906
7,578511	-1,38537	0,006354
7,588511	-1,384095	0,00763
7,598511	-1,382821	0,005078
7,615744	-1,38537	0,006354
7,625744	-1,381546	0,008906
7,635744	-1,38537	0,006354
7,645744	-1,384095	0,006354
7,655744	-1,381546	0,010181
7,665744	-1,38537	0,006354
7,675744	-1,387919	0,002526
7,685744	-1,387919	0,006354
7,695744	-1,381546	0,008906
7,705744	-1,384095	0,003802
7,734872	-1,384095	0,006354
7,744872	-1,384095	0,003802
7,754872	-1,384095	0,010181
7,764872	-1,381546	0,006354
7,774872	-1,386645	0,002526
7,784872	-1,384095	0,008906
7,794872	-1,384095	0,002526
7,804872	-1,382821	0,006354
7,814872	-1,387919	0,006354
7,824872	-1,384095	0,010181
7,848038	-1,382821	0,008906
7,858038	-1,384095	0,003802
7,868038	-1,38537	0,00763
7,878038	-1,38537	0,002526
7,888038	-1,382821	0,008906
7,898038	-1,381546	0,006354
7,908038	-1,387919	0,006354
7,918038	-1,384095	0,008906
7,928038	-1,38537	0,002526
7,938038	-1,387919	0,006354
7,96183	-1,38537	0,006354
7,97183	-1,381546	0,010181
7,98183	-1,381546	0,005078
7,99183	-1,381546	0,008906
8,00183	-1,38537	0,008906
8,01183	-1,382821	0,006354
8,02183	-1,384095	0,006354
8,03183	-1,38537	0,006354
8,04183	-1,387919	0,006354
8,05183	-1,381546	0,005078
8,068387	-1,384095	0,006354
8,078387	-1,38537	0,008906
8,088387	-1,381546	0,002526
8,098387	-1,384095	0,006354
8,108387	-1,380272	0,008906
8,118387	-1,38537	0,002526
8,128387	-1,387919	0,003802
8,138387	-1,381546	0,006354
8,148387	-1,38537	0,008906
8,158387	-1,38537	0,006354
8,187291	-1,384095	0,005078
8,197291	-1,384095	0,006354
8,207291	-1,384095	0,00763
8,217291	-1,382821	0,008906
8,227291	-1,38537	0,006354
8,237291	-1,381546	0,010181
8,247291	-1,38537	0,010181
8,257291	-1,381546	0,006354
8,267291	-1,384095	0,003802
8,277291	-1,38537	0,002526
8,299325	-1,384095	0,006354
8,309325	-1,384095	0,008906
8,319325	-1,387919	0,006354
8,329325	-1,381546	0,006354
8,339325	-1,381546	0,010181
8,349325	-1,386645	0,006354
8,359325	-1,387919	0,006354
8,369325	-1,382821	0,006354
8,379325	-1,381546	0,006354
8,389325	-1,384095	0,010181
8,411919	-1,381546	0,010181
8,421919	-1,382821	0,006354
8,431919	-1,381546	0,006354
8,441919	-1,382821	0,010181
8,451919	-1,389194	0,006354
8,461919	-1,381546	0,008906
8,471919	-1,38537	0,006354
8,481919	-1,387919	0,001251
8,491919	-1,38537	0,006354
8,501919	-1,387919	0,003802
8,517383	-1,384095	0,002526
8,527383	-1,386645	0,003802
8,537383	-1,38537	0,002526
8,547383	-1,384095	0,002526
8,557383	-1,387919	0,003802
8,567383	-1,387919	0,002526
8,577383	-1,384095	0,006354
8,587383	-1,384095	0,003802
8,597383	-1,384095	0,010181
8,607383	-1,38537	0,008906
8,627439	-1,387919	0,002526
8,637439	-1,38537	0,006354
8,647439	-1,384095	0,006354
8,657439	-1,387919	0,002526
8,667439	-1,389194	0,006354
8,677439	-1,38537	0,002526
8,687439	-1,380272	0,006354
8,697439	-1,384095	0,006354
8,707439	-1,384095	0,008906
8,717439	-1,384095	0,00763
8,739464	-1,387919	0,003802
8,749464	-1,387919	0,006354
8,759464	-1,384095	0,008906
8,769464	-1,384095	0,008906
8,779464	-1,384095	0,010181
8,789464	-1,387919	0,005078
8,799464	-1,384095	0,002526
8,809464	-1,384095	0,003802
8,819464	-1,384095	0,003802
8,829464	-1,387919	0,002526
8,858293	-1,387919	0,002526
8,868293	-1,384095	0,008906
8,878293	-1,381546	0,006354
8,888293	-1,382821	0,006354
8,898293	-1,381546	0,006354
8,908293	-1,38537	0,010181
8,918293	-1,384095	0,006354
8,928293	-1,389194	0,006354
8,938293	-1,38537	0,006354
8,948293	-1,386645	0,00763
8,973441	-1,384095	0,006354
8,983441	-1,38537	0,006354
8,993441	-1,38537	0,006354
9,003441	-1,384095	0,005078
9,013441	-1,384095	0,006354
9,023441	-1,381546	0,008906
9,033441	-1,38537	0,008906
9,043441	-1,384095	0,006354
9,053441	-1,387919	0,006354
9,063441	-1,384095	0,006354
9,091641	-1,387919	0,002526
9,101641	-1,389194	0,00763
9,111641	-1,389194	0,003802
9,121641	-1,38537	0,006354
9,131641	-1,381546	0,008906
9,141641	-1,38537	0,00763
9,151641	-1,38537	0,006354
9,161641	-1,38537	0,006354
9,171641	-1,384095	0,006354
9,181641	-1,384095	0,00763
9,203064	-1,386645	0,002526
9,213064	-1,384095	0,006354
9,223064	-1,384095	0,002526
9,233064	-1,384095	0,003802
9,243064	-1,384095	0,005078
9,253064	-1,384095	0,005078
9,263064	-1,384095	0,006354
9,273064	-1,387919	0,002526
9,283064	-1,384095	0,006354
9,293064	-1,38537	0,006354
9,315453	-1,38537	0,00763
9,325453	-1,381546	0,010181
9,335453	-1,38537	0,00763
9,345453	-1,384095	0,002526
9,355453	-1,387919	0,003802
9,365453	-1,387919	0,006354
9,375453	-1,384095	0,003802
9,385453	-1,38537	0,00763
9,395453	-1,38537	0,003802
9,405453	-1,38537	0,006354
9,424681	-1,384095	0,006354
9,434681	-1,381546	0,010181
9,444681	-1,381546	0,008906
9,454681	-1,384095	0,005078
9,464681	-1,381546	0,005078
9,474681	-1,38537	0,006354
9,484681	-1,384095	0,006354
9,494681	-1,381546	0,008906
9,504681	-1,381546	0,010181
9,514681	-1,382821	0,006354
9,528583	-1,387919	0,002526
9,538583	-1,387919	0,003802
9,548583	-1,381546	0,006354
9,558583	-1,38537	0,00763
9,568583	-1,381546	0,008906
9,578583	-1,38537	0,008906
9,588583	-1,389194	0,002526
9,598583	-1,387919	0,005078
9,608583	-1,384095	0,010181
9,618583	-1,384095	0,008906
9,642348	-1,38537	0,006354
9,652348	-1,382821	0,006354
9,662348	-1,381546	0,006354
9,672348	-1,384095	0,003802
9,682348	-1,384095	0,006354
9,692348	-1,384095	0,006354
9,702348	-1,384095	0,002526
9,712348	-1,389194	0,003802
9,722348	-1,38537	0,006354
9,732348	-1,382821	0,010181
9,763284	-1,38537	0,006354
9,773284	-1,389194	0,002526
9,783284	-1,384095	0,006354
9,793284	-1,384095	0,008906
9,803284	-1,38537	0,006354
9,813284	-1,38537	0,006354
9,823284	-1,389194	0,003802
9,833284	-1,38537	0,003802
9,843284	-1,38537	0,006354
9,853284	-1,38537	0,006354
9,875533	-1,384095	0,006354
9,885533	-1,381546	0,008906
9,895533	-1,38537	0,005078
9,905533	-1,38537	0,002526
9,915533	-1,381546	0,006354
9,925533	-1,384095	0,006354
9,935533	-1,38537	0,006354
9,945533	-1,387919	0,002526
9,955533	-1,387919	0,002526
9,965533	-1,386645	0,002526
9,983777	-1,387919	0,006354
9,993777	-1,387919	0,003802
10,003777	-1,387919	0,006354
10,013777	-1,38537	0,002526
10,023777	-1,387919	0,006354
10,033777	-1,387919	0,006354
10,043777	-1,387919	0,005078
10,053777	-1,387919	0,006354
10,063777	-1,384095	0,008906
10,073777	-1,381546	0,008906
10,088634	-1,38537	0,005078
10,098634	-1,381546	0,010181
10,108634	-1,38537	0,006354
10,118634	-1,384095	0,003802
10,128634	-1,387919	0,00763
10,138634	-1,384095	0,008906
10,148634	-1,382821	0,006354
10,158634	-1,384095	0,006354
10,168634	-1,384095	0,010181
10,178634	-1,381546	0,008906
10,196156	-1,382821	0,008906
10,206156	-1,38537	0,010181
10,216156	-1,384095	0,008906
10,226156	-1,387919	0,006354
10,236156	-1,384095	0,002526
10,246156	-1,384095	0,002526
10,256156	-1,381546	0,008906
10,266156	-1,38537	0,010181
10,276156	-1,38537	0,003802
10,286156	-1,386645	0,003802
10,315565	-1,387919	0,002526
10,325565	-1,38537	0,002526
10,335565	-1,38537	0,008906
10,345565	-1,38537	0,008906
10,355565	-1,38537	0,002526
10,365565	-1,38537	0,006354
10,375565	-1,387919	0,002526
10,385565	-1,387919	0,002526
10,395565	-1,384095	0,00763
10,405565	-1,38537	0,006354
10,428355	-1,387919	0,002526
10,438355	-1,382821	0,010181
10,448355	-1,384095	0,008906
10,458355	-1,38537	0,010181
10,468355	-1,382821	0,006354
10,478355	-1,387919	0,006354
10,488355	-1,386645	0,008906
10,498355	-1,381546	0,008906
10,508355	-1,381546	0,008906
10,518355	-1,38537	0,006354
10,544718	-1,381546	0,010181
10,554718	-1,387919	0,002526
10,564718	-1,387919	0,003802
10,574718	-1,387919	0,002526
10,584718	-1,38537	0,006354
10,594718	-1,387919	0,003802
10,604718	-1,382821	0,003802
10,614718	-1,381546	0,010181
10,624718	-1,38537	0,006354
10,634718	-1,384095	0,003802
10,663009	-1,384095	0,006354
10,673009	-1,387919	0,003802
10,683009	-1,381546	0,006354
10,693009	-1,387919	0,006354
10,703009	-1,38537	0,006354
10,713009	-1,384095	0,005078
10,723009	-1,377723	0,010181
10,733009	-1,382821	0,008906
10,743009	-1,38537	0,008906
10,753009	-1,381546	0,00763
10,767601	-1,378997	0,008906
10,777601	-1,382821	0,006354
10,787601	-1,377723	0,003802
10,797601	-1,384095	0,006354
10,807601	-1,380272	0,003802
10,817601	-1,380272	0,008906
10,827601	-1,378997	0,006354
10,837601	-1,381546	0,006354
10,847601	-1,376448	0,006354
10,857601	-1,376448	0,006354
10,87481	-1,378997	0,006354
10,88481	-1,377723	0,006354
10,89481	-1,375174	0,008906
10,90481	-1,377723	0,010181
10,91481	-1,380272	0,006354
10,92481	-1,372625	0,006354
10,93481	-1,372625	0,003802
10,94481	-1,370075	0,002526
10,95481	-1,366252	0,003802
10,96481	-1,366252	0,006354
10,992355	-1,348408	0,008906
11,002355	-1,350957	0,010181
11,012355	-1,344585	0,006354
11,022355	-1,340761	0,002526
11,032355	-1,335663	0,002526
11,042355	-1,324192	0,003802
11,052355	-1,308897	0,002526
11,062355	-1,292328	0,005078
11,072355	-1,269386	0,002526
11,082355	-1,240072	0,006354
11,096491	-1,196737	0,006354
11,106491	-1,171246	0,002526
11,116491	-1,143206	0,008906
11,126491	-1,111343	0,006354
11,136491	-1,085852	0,006354
11,146491	-1,047615	0,00763
11,156491	-1,011928	0,008906
11,166491	-0,982614	0,006354
11,176491	-0,959672	0,006354
11,186491	-0,938004	0,006354
11,209733	-0,889572	0,008906
11,219733	-0,878101	0,003802
11,229733	-0,858983	0,005078
11,239733	-0,843688	0,006354
11,249733	-0,81055	0,006354
11,259733	-0,793981	0,006354
11,269733	-0,779961	0,006354
11,279733	-0,758294	0,008906
11,289733	-0,746823	0,006354
11,299733	-0,735352	0,008906
11,323562	-0,716233	0,010181
11,333562	-0,71241	0,002526
11,343562	-0,704763	0,006354
11,353562	-0,690743	0,010181
11,363562	-0,667801	0,005078
11,373562	-0,648683	0,005078
11,383562	-0,637212	0,008906
11,393562	-0,619368	0,006354
11,403562	-0,609172	0,002526
11,413562	-0,597701	0,006354
11,429251	-0,577308	0,006354
11,439251	-0,564563	0,006354
11,449251	-0,555641	0,006354
11,459251	-0,546719	0,006354
11,469251	-0,540346	0,008906
11,479251	-0,542895	0,006354
11,489251	-0,542895	0,006354
11,499251	-0,540346	0,008906
11,509251	-0,540346	0,006354
11,519251	-0,542895	0,006354
11,541221	-0,542895	0,006354
11,551221	-0,542895	0,002526
11,561221	-0,547993	0,00763
11,571221	-0,541621	0,010181
11,581221	-0,542895	0,006354
11,591221	-0,546719	0,001251
11,601221	-0,546719	0,006354
11,611221	-0,542895	0,003802
11,621221	-0,546719	0,00763
11,631221	-0,546719	0,006354
11,643762	-0,545444	0,005078
11,653762	-0,542895	0,00763
11,663762	-0,542895	0,008906
11,673762	-0,541621	0,008906
11,683762	-0,542895	0,010181
11,693762	-0,542895	0,005078
11,703762	-0,541621	0,006354
11,713762	-0,546719	0,003802
11,723762	-0,541621	0,006354
11,733762	-0,540346	0,006354
11,75245	-0,54417	0,006354
11,76245	-0,542895	0,003802
11,77245	-0,542895	0,008906
11,78245	-0,542895	0,002526
11,79245	-0,539072	0,005078
11,80245	-0,542895	0,008906
11,81245	-0,545444	0,006354
11,82245	-0,546719	0,005078
11,83245	-0,542895	0,003802
11,84245	-0,540346	0,006354
11,857339	-0,54417	0,006354
11,867339	-0,540346	0,006354
11,877339	-0,54417	0,003802
11,887339	-0,545444	0,002526
11,897339	-0,542895	0,006354
11,907339	-0,540346	0,008906
11,917339	-0,542895	0,006354
11,927339	-0,545444	0,002526
11,937339	-0,542895	0,006354
11,947339	-0,545444	0,002526
11,974075	-0,54417	0,005078
11,984075	-0,545444	0,006354
11,994075	-0,540346	0,006354
12,004075	-0,547993	0,006354
12,014075	-0,546719	0,006354
12,024075	-0,542895	0,003802
12,034075	-0,54417	0,010181
12,044075	-0,54417	0,006354
12,054075	-0,546719	0,006354
12,064075	-0,540346	0,006354
12,092959	-0,546719	0,002526
12,102959	-0,540346	0,006354
12,112959	-0,546719	0,003802
12,122959	-0,542895	0,008906
12,132959	-0,545444	0,006354
12,142959	-0,546719	0,003802
12,152959	-0,54417	0,006354
12,162959	-0,546719	0,002526
12,172959	-0,542895	0,006354
12,182959	-0,542895	0,00763
12,207035	-0,541621	0,010181
12,217035	-0,546719	0,006354
12,227035	-0,540346	0,006354
12,237035	-0,546719	0,006354
12,247035	-0,542895	0,006354
12,257035	-0,54417	0,008906
12,267035	-0,540346	0,008906
12,277035	-0,546719	0,006354
12,287035	-0,541621	0,010181
12,297035	-0,54417	0,005078
12,320257	-0,525052	0,006354
12,330257	-0,484266	0,006354
12,340257	-0,442206	0,006354
12,350257	-0,397597	0,002526
12,360257	-0,352988	0,006354
12,370257	-0,314752	0,010181
12,380257	-0,276515	0,003802
12,390257	-0,220435	0,006354
12,400257	-0,166904	0,005078
12,410257	-0,110824	0,008906
12,429519	0,006434	0,008906
12,439519	0,05869	0,006354
12,449519	0,118594	0,002526
12,459519	0,169576	0,006354
12,469519	0,223107	0,008906
12,479519	0,266441	0,006354
12,489519	0,309776	0,010181
12,499519	0,33909	0,005078
12,509519	0,372229	0,003802
12,519519	0,401543	0,008906
12,549701	0,484389	0,010181
12,559701	0,506056	0,002526
12,569701	0,532821	0,008906
12,579701	0,555763	0,005078
12,589701	0,576156	0,008906
12,599701	0,583803	0,005078
12,609701	0,590176	0,008906
12,619701	0,592725	0,003802
12,629701	0,594	0,006354
12,639701	0,591451	0,006354
12,655775	0,592725	0,008906
12,665775	0,590176	0,006354
12,675775	0,590176	0,00763
12,685775	0,576156	0,005078
12,695775	0,55194	0,002526
12,705775	0,512429	0,002526
12,715775	0,470369	0,005078
12,725775	0,415563	0,006354
12,735775	0,351836	0,008906
12,745775	0,28556	0,008906
12,776636	0,102025	0,005078
12,786636	0,038298	0,00763
12,796636	-0,020331	0,003802
12,806636	-0,073862	0,002526
12,816636	-0,119746	0,003802
12,826636	-0,163081	0,006354
12,836636	-0,200042	0,006354
12,846636	-0,225533	0,006354
12,856636	-0,247201	0,010181
12,866636	-0,271417	0,008906
12,889416	-0,34789	0,003802
12,899416	-0,381028	0,001251
12,909416	-0,416715	0,006354
12,919416	-0,456226	0,006354
12,929416	-0,50211	0,00763
12,939416	-0,546719	0,003802
12,949416	-0,58623	0,003802
12,959416	-0,632113	0,002526
12,969416	-0,671624	0,003802
12,979416	-0,718783	0,005078
12,994143	-0,786334	0,002526
13,004143	-0,837315	0,003802
13,014143	-0,893395	0,00763
13,024143	-0,954574	0,00763
13,034143	-1,014477	0,006354
13,044143	-1,082028	0,008906
13,054143	-1,139383	0,008906
13,064143	-1,210757	0,010181
13,074143	-1,271935	0,006354
13,084143	-1,339486	0,006354
13,103307	-1,354781	0,006354
13,113307	-1,356055	0,006354
13,123307	-1,359879	0,008906
13,133307	-1,35733	0,006354
13,143307	-1,356055	0,006354
13,153307	-1,359879	0,008906
13,163307	-1,359879	0,008906
13,173307	-1,361154	0,010181
13,183307	-1,361154	0,008906
13,193307	-1,361154	0,003802
13,208464	-1,362428	0,006354
13,218464	-1,358605	0,005078
13,228464	-1,359879	0,010181
13,238464	-1,361154	0,006354
13,248464	-1,362428	0,003802
13,258464	-1,35733	0,003802
13,268464	-1,356055	0,003802
13,278464	-1,359879	0,006354
13,288464	-1,361154	0,003802
13,298464	-1,361154	0,006354
13,322123	-1,354781	0,008906
13,332123	-1,352232	0,008906
13,342123	-1,349683	0,008906
13,352123	-1,348408	0,003802
13,362123	-1,324192	0,002526
13,372123	-1,305074	0,002526
13,382123	-1,27321	0,003802
13,392123	-1,240072	0,003802
13,402123	-1,191639	0,003802
13,412123	-1,152128	0,006354
13,431617	-1,075655	0,008906
13,441617	-1,031046	0,010181
13,451617	-0,987712	0,006354
13,461617	-0,944377	0,008906
13,471617	-0,917612	0,006354
13,481617	-0,879375	0,006354
13,491617	-0,851335	0,006354
13,501617	-0,828394	0,00763
13,511617	-0,816923	0,010181
13,521617	-0,813099	0,002526
13,548506	-0,81055	0,006354
13,558506	-0,81055	0,006354
13,568506	-0,814374	0,003802
13,578506	-0,814374	0,002526
13,588506	-0,813099	0,003802
13,598506	-0,809275	0,006354
13,608506	-0,808001	0,008906
13,618506	-0,808001	0,008906
13,628506	-0,81055	0,006354
13,638506	-0,808001	0,006354
13,651742	-0,814374	0,003802
13,661742	-0,814374	0,00763
13,671742	-0,81055	0,00763
13,681742	-0,813099	0,00763
13,691742	-0,81055	0,005078
13,701742	-0,811824	0,006354
13,711742	-0,813099	0,002526
13,721742	-0,813099	0,006354
13,731742	-0,808001	0,010181
13,741742	-0,811824	0,002526
13,760577	-0,813099	0,003802
13,770577	-0,809275	0,008906
13,780577	-0,813099	0,006354
13,790577	-0,81055	0,00763
13,800577	-0,81055	0,008906
13,810577	-0,808001	0,006354
13,820577	-0,81055	0,003802
13,830577	-0,806726	0,006354
13,840577	-0,81055	0,008906
13,850577	-0,813099	0,003802
13,872863	-0,81055	0,006354
13,882863	-0,806726	0,008906
13,892863	-0,806726	0,006354
13,902863	-0,81055	0,008906
13,912863	-0,808001	0,008906
13,922863	-0,811824	0,00763
13,932863	-0,806726	0,008906
13,942863	-0,808001	0,008906
13,952863	-0,808001	0,008906
13,962863	-0,81055	0,005078
13,9802	-0,814374	0,002526
13,9902	-0,808001	0,006354
14,0002	-0,813099	0,005078
14,0102	-0,814374	0,002526
14,0202	-0,813099	0,006354
14,0302	-0,813099	0,00763
14,0402	-0,813099	0,002526
14,0502	-0,808001	0,006354
14,0602	-0,814374	0,006354
14,0702	-0,813099	0,005078
14,099813	-0,809275	0,006354
14,109813	-0,81055	0,008906
14,119813	-0,811824	0,003802
14,129813	-0,814374	0,006354
14,139813	-0,809275	0,005078
